x,y,label
2.69017,17.48366,0.00000
-3.04117,-19.28940,1.00000
12.52352,10.56139,0.00000
21.73458,-1.20254,1.00000
1.56438,17.11823,0.00000
6.35465,18.42589,0.00000
19.50723,-8.54761,1.00000
3.06692,-13.46691,0.00000
22.13771,-0.89928,1.00000
-6.63621,4.98472,0.00000
3.83503,-12.26391,0.00000
19.67179,-6.91897,1.00000
7.14674,-17.41836,1.00000
9.41566,4.77246,1.00000
18.84046,-12.64994,1.00000
8.03057,6.20261,1.00000
-0.99120,-13.33357,0.00000
2.02014,5.45070,0.00000
12.21465,13.74209,0.00000
16.18396,0.30491,0.00000
1.39656,13.81793,1.00000
-10.24062,-15.51257,1.00000
13.17189,-7.75166,0.00000
-2.41104,-19.80188,1.00000
-14.92839,-12.35837,1.00000
20.04745,-6.36348,1.00000
9.45611,-16.36597,1.00000
-14.10796,-7.35424,1.00000
-12.94062,17.35343,0.00000
-13.88747,-9.45254,1.00000
4.91567,-11.19048,0.00000
-15.08729,2.31187,1.00000
-10.31636,16.37094,0.00000
13.54875,-0.12997,0.00000
14.07357,-13.62583,1.00000
-9.20790,-7.20071,0.00000
-3.41881,-18.27477,1.00000
0.38702,-17.67598,1.00000
-5.48762,-10.15201,0.00000
1.50275,-18.10970,1.00000
-10.05359,-7.18312,0.00000
-1.34462,-18.45917,1.00000
-15.16305,-1.65620,1.00000
5.61737,16.17181,0.00000
4.93680,-6.08293,1.00000
9.68606,13.80538,0.00000
0.87317,19.29763,0.00000
8.88839,-10.29916,0.00000
-11.98201,17.30419,0.00000
17.20904,-12.70545,1.00000
4.17114,-11.19900,0.00000
0.95480,-6.27649,1.00000
9.14758,4.21434,1.00000
-6.60488,-8.53809,0.00000
6.31595,9.72315,1.00000
14.81119,8.24726,0.00000
-5.75406,19.83305,0.00000
-0.58943,7.09363,0.00000
22.70000,1.32233,1.00000
-10.25874,-6.68671,0.00000
-8.99388,2.57730,0.00000
-1.61919,19.11010,0.00000
19.92713,-4.58012,1.00000
22.59599,-3.99289,1.00000
12.34670,13.31448,0.00000
0.81011,20.06081,0.00000
-22.51833,1.53215,0.00000
0.24519,13.15035,1.00000
0.73244,18.17266,0.00000
-4.48510,-9.53341,0.00000
-2.50834,13.16128,1.00000
-18.53921,9.45953,0.00000
-14.58930,-6.40169,1.00000
1.30397,13.10095,1.00000
-1.19513,-18.65491,1.00000
14.27518,-14.19397,1.00000
6.36023,10.19158,1.00000
-4.46212,5.79290,0.00000
-9.66481,-3.23657,0.00000
-10.87663,-15.63966,1.00000
19.92014,-7.76175,1.00000
14.94459,-0.50461,0.00000
19.79808,-9.49675,1.00000
-12.89218,-10.87349,1.00000
4.45305,-6.87258,1.00000
3.97980,12.24641,1.00000
-8.92463,-13.89787,1.00000
-10.60743,16.81732,0.00000
15.76872,-11.74832,1.00000
23.39925,-1.61901,1.00000
-14.69904,5.33179,1.00000
8.33904,-2.99925,1.00000
-21.68117,6.49193,0.00000
-1.90923,11.88064,1.00000
22.95675,-1.86010,1.00000
0.52854,-19.14290,1.00000
-6.35859,-17.76503,1.00000
15.18253,1.54123,0.00000
-10.79450,10.99435,1.00000
3.36487,-11.54312,0.00000
15.13781,2.16090,0.00000
-13.33960,-11.61349,1.00000
-2.48792,20.13880,0.00000
0.95021,5.31972,0.00000
21.80658,-5.43198,1.00000
-3.76877,-16.81742,1.00000
-13.84312,-8.67248,1.00000
-1.26959,17.32975,0.00000
9.88566,-0.71823,1.00000
2.33314,-13.13646,0.00000
-17.48245,11.84137,0.00000
14.57666,-4.28781,0.00000
1.35153,-7.52834,1.00000
-1.06242,16.63112,0.00000
-1.99195,6.93518,0.00000
15.70633,-12.03456,1.00000
-9.64291,-15.30897,1.00000
-2.40251,11.62504,1.00000
1.28019,-12.81515,0.00000
16.07445,-14.47735,1.00000
-1.71626,6.74975,0.00000
-20.10068,5.20752,0.00000
3.44599,12.62939,1.00000
22.28695,-2.64724,1.00000
-10.81894,-14.50483,1.00000
16.09642,-1.28738,0.00000
-1.69196,-5.10536,1.00000
-8.53902,-16.07064,1.00000
16.90574,-11.27548,1.00000
-14.58239,-9.24331,1.00000
-5.93285,13.81295,1.00000
-15.57113,3.94349,1.00000
-4.49990,13.80285,1.00000
20.33057,-2.78148,1.00000
3.24385,1.91166,0.00000
9.99802,1.49330,1.00000
0.35680,20.16282,0.00000
1.57611,-7.21188,1.00000
-16.05804,-2.60274,1.00000
-10.66680,-13.54360,1.00000
-8.18239,-6.01682,0.00000
-20.43253,7.65056,0.00000
5.52985,16.25800,0.00000
8.04347,-1.66811,1.00000
7.41812,15.80425,0.00000
-3.72180,-11.11868,0.00000
10.07864,3.22903,1.00000
13.28892,12.82805,0.00000
21.52059,-3.39827,1.00000
-12.03610,8.30315,1.00000
-15.27716,1.03846,1.00000
13.89516,-14.41396,1.00000
5.49615,-19.28128,1.00000
-5.17954,-9.10322,0.00000
16.54603,-2.37855,0.00000
-0.26584,12.99945,1.00000
3.31040,10.88696,1.00000
1.41500,-6.21498,1.00000
-21.79105,2.86306,0.00000
10.97283,12.35728,0.00000
-6.61676,-7.64785,0.00000
-15.96420,-3.58851,1.00000
13.32696,-4.97563,0.00000
14.63056,-14.80617,1.00000
-22.70044,2.48671,0.00000
21.65401,-7.67829,1.00000
11.82299,-9.50170,0.00000
16.73482,-13.94288,1.00000
7.78979,-10.22376,0.00000
21.62280,-0.66534,1.00000
1.08180,18.03170,0.00000
7.16760,-3.21474,1.00000
-18.19071,11.44497,0.00000
20.89422,-5.42663,1.00000
22.15050,-4.77124,1.00000
10.18332,-16.72935,1.00000
-11.04654,-12.75438,1.00000
18.88518,-9.37250,1.00000
1.73670,18.34492,0.00000
-10.85322,-12.08401,1.00000
-7.46718,11.70745,1.00000
6.31906,-12.72040,0.00000
9.50299,3.51299,1.00000
22.31290,-1.22642,1.00000
-0.26803,11.94522,1.00000
3.49881,-12.57161,0.00000
-3.75382,-9.16233,0.00000
-8.02424,11.15100,1.00000
-9.61738,17.78060,0.00000
-21.65114,3.68804,0.00000
-1.20749,-5.82499,1.00000
-14.31371,16.24133,0.00000
5.73665,-5.86751,1.00000
6.51211,-11.03289,0.00000
8.07301,-18.51607,1.00000
8.47453,4.23539,1.00000
7.35877,18.23394,0.00000
5.64173,-11.46035,0.00000
5.98509,17.47367,0.00000
6.71320,16.44768,0.00000
-7.28943,18.72472,0.00000
1.40350,17.90748,0.00000
-13.77358,-8.86540,1.00000
13.61056,9.16938,0.00000
13.72024,11.21634,0.00000
7.25273,-1.93551,1.00000
-15.36008,1.57552,1.00000
10.13285,14.23427,0.00000
-19.47264,4.96311,0.00000
0.15437,5.94210,0.00000
5.66040,-19.07367,1.00000
2.86451,19.37140,0.00000
14.45078,8.19198,0.00000
-11.31057,-13.59824,1.00000
9.50549,13.33661,0.00000
8.68323,-1.15488,1.00000
10.68150,14.46226,0.00000
-22.74215,2.28695,0.00000
16.42834,1.97549,0.00000
-20.83220,2.47818,0.00000
-8.20537,-7.89294,0.00000
18.44896,-8.89181,1.00000
-5.71861,-17.49364,1.00000
-9.05980,16.09606,0.00000
-8.83876,11.90546,1.00000
-0.53624,-6.05173,1.00000
-1.13898,19.26537,0.00000
16.77471,-12.58796,1.00000
15.55526,1.43259,0.00000
-7.15876,11.57425,1.00000
14.70932,-5.93679,0.00000
-15.38522,-0.79082,1.00000
1.99375,5.46551,0.00000
-19.44835,7.23622,0.00000
-9.79567,9.73785,1.00000
-3.03941,6.39694,0.00000
17.30680,-10.62017,1.00000
1.17805,18.57014,0.00000
-11.94747,9.23075,1.00000
-11.83595,17.82753,0.00000
-1.40207,6.48341,0.00000
-12.49450,5.11665,1.00000
20.43044,-2.60910,1.00000
-8.97261,2.78367,0.00000
21.72556,-4.40661,1.00000
-1.21154,5.11563,0.00000
11.58625,-16.14882,1.00000
14.89877,9.24058,0.00000
-0.96726,-18.73356,1.00000
3.45061,-18.16085,1.00000
14.70416,4.28465,0.00000
-0.18739,-18.19763,1.00000
0.98334,-20.11548,1.00000
-2.90489,10.90658,1.00000
-1.84989,-11.41590,0.00000
12.10650,-16.38352,1.00000
16.01239,4.60567,0.00000
11.26776,-16.81138,1.00000
-16.74375,10.97310,0.00000
-0.38432,13.33167,1.00000
15.91589,1.50805,0.00000
0.46677,18.77038,0.00000
3.12126,-12.40458,0.00000
15.26987,1.19746,0.00000
-12.29545,6.95722,1.00000
-3.85834,-10.82323,0.00000
18.33173,-9.19760,1.00000
-4.21136,6.90712,0.00000
-4.79596,-18.51090,1.00000
18.85487,-8.34583,1.00000
1.53985,17.72423,0.00000
5.22312,9.79140,1.00000
-0.06940,12.09635,1.00000
-21.61234,5.24330,0.00000
-15.20516,5.31093,1.00000
13.82939,-3.20603,0.00000
-12.64671,8.23837,1.00000
-2.78207,-4.19558,1.00000
10.67591,-17.26818,1.00000
-2.90075,-12.92644,0.00000
6.73839,15.53572,0.00000
-7.64682,-16.10956,1.00000
19.97142,-6.17110,1.00000
-14.48717,-12.53401,1.00000
4.37039,1.89417,0.00000
-1.27073,-12.93099,0.00000
-14.37437,-7.88271,1.00000
8.43807,13.81151,0.00000
-0.54680,6.77046,0.00000
7.34453,-3.18518,1.00000
2.97421,10.48175,1.00000
9.39423,5.31311,1.00000
-0.31955,6.19544,0.00000
12.36930,-15.36075,1.00000
8.73343,7.64627,1.00000
-10.80116,0.06207,0.00000
3.83595,-12.58362,0.00000
-13.54680,14.11654,0.00000
13.68291,-7.52192,0.00000
12.16702,-7.68071,0.00000
12.61886,-7.51563,0.00000
-18.58734,5.87569,0.00000
-4.91510,-10.44865,0.00000
-8.16267,-2.43142,0.00000
14.27880,11.70041,0.00000
-15.43075,12.94689,0.00000
-0.33052,12.88893,1.00000
-21.20932,3.03230,0.00000
-0.71996,11.71810,1.00000
2.12173,-20.00511,1.00000
-13.91841,4.59970,1.00000
-4.68510,18.44618,0.00000
9.92365,3.58945,1.00000
4.57102,10.62763,1.00000
-20.91407,6.18744,0.00000
-8.53950,-15.04968,1.00000
-15.76127,-9.68959,1.00000
15.15795,-1.85335,0.00000
2.06528,4.62255,0.00000
3.36598,-18.45579,1.00000
12.91073,8.22134,0.00000
-2.74563,5.69253,0.00000
-13.07356,7.28439,1.00000
10.06091,-10.28872,0.00000
6.22299,-6.57296,1.00000
13.06912,12.42317,0.00000
10.69574,14.55562,0.00000
-21.29615,3.69562,0.00000
6.00466,15.88523,0.00000
10.85513,-16.32883,1.00000
18.58276,-8.74731,1.00000
-19.12128,8.48479,0.00000
-21.55853,4.24245,0.00000
15.76908,2.30958,0.00000
-18.32939,10.50055,0.00000
9.94275,-3.17998,1.00000
-15.58378,5.05236,1.00000
20.77835,-7.56854,1.00000
-5.40726,18.77125,0.00000
9.98227,-9.98054,0.00000
1.22115,-5.68128,1.00000
9.31119,-3.16776,1.00000
10.66839,2.62156,1.00000
-10.58768,-11.61754,1.00000
0.57491,12.73455,1.00000
13.06627,-6.31766,0.00000
-1.58820,14.06075,1.00000
3.86313,17.79666,0.00000
9.72837,-1.13096,1.00000
-1.51555,18.89354,0.00000
11.32716,-8.58151,0.00000
-15.46607,12.96571,0.00000
14.34226,11.65088,0.00000
0.36217,19.69235,0.00000
12.68156,10.22200,0.00000
-21.17819,0.06173,0.00000
-9.83062,-7.47667,0.00000
14.00166,9.94502,0.00000
13.76848,-5.81082,0.00000
-14.25498,3.05115,1.00000
-7.93770,-15.22698,1.00000
-8.79464,-6.99138,0.00000
22.71730,-2.86100,1.00000
0.03517,-18.09829,1.00000
-8.24478,2.70632,0.00000
-22.43147,1.35895,0.00000
-4.31484,18.77620,0.00000
-0.79215,-12.46040,0.00000
11.08772,3.79372,1.00000
-6.05997,6.18722,0.00000
-13.64916,5.34926,1.00000
-10.71032,-12.49148,1.00000
-16.50088,-4.11305,1.00000
-19.11576,7.96073,0.00000
4.48647,-18.12625,1.00000
13.13844,12.13792,0.00000
-9.79614,-4.74527,0.00000
9.40266,-10.16679,0.00000
-15.37383,-0.64310,1.00000
-11.90466,8.16168,1.00000
-6.61519,-17.52556,1.00000
-9.50350,-4.80445,0.00000
-0.64764,18.52743,0.00000
3.29240,-17.61261,1.00000
7.00179,6.51852,1.00000
6.97598,9.08614,1.00000
-15.30965,2.43641,1.00000
10.76349,4.13391,1.00000
4.13188,-6.40158,1.00000
1.09252,12.76594,1.00000
11.15357,-9.77346,0.00000
9.04075,-18.08829,1.00000
-12.55850,7.22809,1.00000
1.77932,-12.26811,0.00000
12.22140,-4.80443,0.00000
-8.41357,-15.69788,1.00000
15.38752,0.39403,0.00000
1.22180,5.54252,0.00000
-10.73270,-13.94848,1.00000
5.97088,16.51193,0.00000
21.13243,-4.07154,1.00000
7.47565,16.98118,0.00000
-18.27043,10.08505,0.00000
18.53882,-10.80255,1.00000
-15.95251,0.38188,1.00000
-18.24345,9.49820,0.00000
9.24180,-17.36754,1.00000
-7.88033,18.08961,0.00000
-17.13882,-0.57836,1.00000
-13.38925,15.90514,0.00000
-1.39262,-17.95146,1.00000
13.94148,-7.62132,0.00000
14.94740,6.63782,0.00000
-1.75095,-12.24047,0.00000
-3.54570,-12.41293,0.00000
-1.10516,-12.65926,0.00000
19.11043,-9.11820,1.00000
1.19793,-19.54155,1.00000
-11.72372,-12.74058,1.00000
-16.34673,-1.13293,1.00000
2.21130,6.70605,0.00000
2.96051,10.61064,1.00000
-8.50842,-14.28885,1.00000
-9.61625,0.98754,0.00000
4.47704,-13.50270,0.00000
-4.44744,17.94147,0.00000
15.67939,-1.98815,0.00000
-9.16511,-5.01080,0.00000
10.80596,11.83719,0.00000
14.85352,-3.69543,0.00000
-22.63373,3.79693,0.00000
-0.02812,12.55168,1.00000
-15.48700,6.56444,1.00000
-12.84028,-10.75925,1.00000
-2.23832,-5.85633,1.00000
-1.65956,-4.67430,1.00000
4.23777,-18.15128,1.00000
-21.90399,1.33208,0.00000
-12.83980,7.49137,1.00000
5.54633,-12.86625,0.00000
-3.39165,5.53369,0.00000
8.97382,0.55759,1.00000
4.05390,10.04306,1.00000
-8.91781,-14.82148,1.00000
14.26041,-6.00812,0.00000
-7.53023,-15.45207,1.00000
-4.80356,11.82766,1.00000
-8.92936,-7.46948,0.00000
-17.76882,10.69580,0.00000
-2.62944,-5.40032,1.00000
-18.65967,10.64448,0.00000
-2.92384,13.47337,1.00000
-16.82197,12.01327,0.00000
-6.69957,-16.50543,1.00000
-13.61419,-8.55409,1.00000
6.07753,-5.86481,1.00000
-21.09679,5.51560,0.00000
-21.73098,7.37127,0.00000
-18.72128,7.88570,0.00000
2.44994,-19.94634,1.00000
-14.46361,-8.35208,1.00000
1.37960,-12.25470,0.00000
-16.32225,-0.72384,1.00000
-1.59948,-3.77305,1.00000
10.20999,15.08236,0.00000
-19.85737,5.13022,0.00000
-15.61614,-7.69844,1.00000
-0.00250,-20.28944,1.00000
-22.06844,0.81649,0.00000
-9.47500,-3.42331,0.00000
-22.87291,2.75796,0.00000
-4.04247,6.32363,0.00000
-0.19264,-18.79203,1.00000
14.23863,-5.31115,0.00000
-15.00625,-7.71572,1.00000
-3.11159,11.99468,1.00000
-16.43085,-0.66268,1.00000
-0.18566,18.94950,0.00000
8.25745,-17.57815,1.00000
8.64653,6.73977,1.00000
19.12156,-7.95218,1.00000
8.54231,0.37545,1.00000
-10.51970,0.08332,0.00000
20.13381,-7.75583,1.00000
12.81561,11.64252,0.00000
13.01321,9.41717,0.00000
-2.43044,-18.30743,1.00000
3.04852,18.12835,0.00000
-14.55312,3.64529,1.00000
-14.19488,-8.70020,1.00000
-2.56842,19.09829,0.00000
13.93878,-4.91730,0.00000
-6.06270,-7.89161,0.00000
-6.03811,18.56845,0.00000
-8.46193,-16.58818,1.00000
-13.75506,3.39246,1.00000
-8.54562,2.13623,0.00000
-9.94143,10.18650,1.00000
14.19284,-6.87396,0.00000
-11.23789,8.56153,1.00000
1.63177,-18.59374,1.00000
-21.37065,2.17608,0.00000
-2.90634,-3.68508,1.00000
-6.53980,5.82588,0.00000
12.55952,10.00790,0.00000
11.22162,-15.71556,1.00000
12.15227,-8.39090,0.00000
9.61227,13.03927,0.00000
1.64613,3.82635,0.00000
-0.30918,-12.98696,0.00000
6.24799,-11.64975,0.00000
16.25030,-3.10185,0.00000
-16.57286,-0.49582,1.00000
4.06887,12.15438,1.00000
-1.15289,6.84303,0.00000
-17.01292,-4.79199,1.00000
5.86049,8.42430,1.00000
8.10237,-0.20586,1.00000
14.54506,8.27322,0.00000
20.26360,-7.69137,1.00000
0.56190,11.65602,1.00000
-22.76366,1.92126,0.00000
-14.34345,-5.15860,1.00000
4.27235,-5.47025,1.00000
-14.32797,14.71503,0.00000
-20.37717,8.71245,0.00000
-10.54250,10.19339,1.00000
1.66820,10.35586,1.00000
9.94590,1.86805,1.00000
18.22413,-10.43540,1.00000
20.20165,-3.84914,1.00000
-14.73321,3.73387,1.00000
4.05911,18.25567,0.00000
-8.36799,4.27170,0.00000
-3.09100,12.53792,1.00000
18.67283,-8.74832,1.00000
-8.05156,12.53131,1.00000
-9.74201,2.61221,0.00000
13.53604,11.78923,0.00000
-8.63732,2.78874,0.00000
-11.97736,8.32445,1.00000
-7.80735,3.29400,0.00000
-14.83185,-7.11267,1.00000
-2.00481,-19.13826,1.00000
-8.18698,17.79323,0.00000
-3.36078,11.45177,1.00000
8.34225,-11.65372,0.00000
-5.28927,4.65250,0.00000
15.60675,2.47610,0.00000
-4.48803,18.60675,0.00000
8.15167,16.97116,0.00000
-6.80579,-10.58311,0.00000
16.02301,2.23202,0.00000
1.53069,6.01531,0.00000
-3.38994,-18.40818,1.00000
5.45790,9.60532,1.00000
-15.51172,1.78040,1.00000
-11.59676,14.71612,0.00000
13.46069,4.17491,0.00000
0.39143,-5.29299,1.00000
-1.47522,-5.81424,1.00000
-14.05389,6.65388,1.00000
-8.33619,-3.35399,0.00000
21.52959,-5.45098,1.00000
-16.26702,13.31086,0.00000
-1.67813,-11.63004,0.00000
16.01247,0.59236,0.00000
-5.81197,-16.76945,1.00000
15.37163,-1.32709,0.00000
14.84288,7.08180,0.00000
-7.25431,-18.44464,1.00000
-10.08440,-14.05501,1.00000
-10.81895,8.43411,1.00000
2.74083,-12.63733,0.00000
15.94954,6.86293,0.00000
4.34980,18.47412,0.00000
-4.62512,-10.38384,0.00000
15.76773,-2.07254,0.00000
-3.96335,-2.75456,1.00000
2.45457,-12.31111,0.00000
-12.61332,6.44486,1.00000
19.24162,-6.41519,1.00000
1.57174,-18.69250,1.00000
20.41598,-8.09829,1.00000
6.58827,-10.35662,0.00000
-2.30966,-18.60747,1.00000
-7.71350,-14.68361,1.00000
-9.03135,-2.53471,0.00000
14.11560,2.20597,0.00000
-3.24007,-10.27708,0.00000
14.37288,-4.36701,0.00000
14.79330,8.52094,0.00000
-5.12145,-17.04214,1.00000
19.38423,-9.69243,1.00000
-12.84735,7.36959,1.00000
0.62110,11.32756,1.00000
-3.52248,-17.52814,1.00000
-15.63839,2.03821,1.00000
13.78457,-5.63829,0.00000
-11.55571,-12.83218,1.00000
-6.27566,-14.50755,1.00000
-15.10614,-1.26880,1.00000
-2.63120,12.31711,1.00000
13.86286,9.70961,0.00000
0.64870,-13.03085,0.00000
8.36532,-17.42526,1.00000
4.07253,2.75748,0.00000
-13.77867,-9.04402,1.00000
-9.63734,-3.99609,0.00000
-1.49292,-5.63981,1.00000
-8.21772,-15.75090,1.00000
22.51272,-0.23662,1.00000
-8.74738,16.68514,0.00000
-20.57251,2.37917,0.00000
-12.07227,7.56418,1.00000
4.41318,-6.95188,1.00000
-5.90131,5.51295,0.00000
-9.93258,-15.02844,1.00000
-16.73457,11.28478,0.00000
9.12526,14.06569,0.00000
-14.24490,12.92757,0.00000
3.67635,-5.36616,1.00000
-11.62060,6.93458,1.00000
12.55524,13.84809,0.00000
1.71263,-19.83252,1.00000
-19.44130,8.18118,0.00000
-14.67650,2.94387,1.00000
-12.30753,16.56192,0.00000
-8.79978,0.26791,0.00000
-8.61843,-5.08766,0.00000
-9.36353,-0.33801,0.00000
-17.12718,-1.62939,1.00000
-7.41567,-8.13378,0.00000
11.46635,11.34037,0.00000
-19.21090,6.21573,0.00000
1.91286,12.54637,1.00000
10.90299,-8.79292,0.00000
-15.89956,1.90323,1.00000
8.50414,2.74161,1.00000
4.73886,11.24179,1.00000
2.11613,-11.23740,0.00000
0.79004,-6.79820,1.00000
17.24321,1.10849,0.00000
7.87125,16.08586,0.00000
-10.57933,-15.85510,1.00000
-16.58545,-9.05263,1.00000
-4.71565,11.77210,1.00000
-10.31527,0.72597,0.00000
-11.12359,15.92226,0.00000
-17.10626,14.16641,0.00000
-15.93148,-1.67815,1.00000
8.19200,3.92821,1.00000
15.06199,2.88676,0.00000
-9.37246,-1.64666,0.00000
2.47194,-20.14627,1.00000
15.87309,-2.85588,0.00000
7.48356,-5.07310,1.00000
-12.52447,6.56382,1.00000
0.00900,-12.48842,0.00000
-19.07785,9.14020,0.00000
-6.07927,17.34882,0.00000
16.21547,-13.49710,1.00000
20.86516,-3.00082,1.00000
0.29711,19.34192,0.00000
8.97583,6.27650,1.00000
-3.57972,6.11609,0.00000
-0.94806,-18.97197,1.00000
-4.36123,12.64826,1.00000
8.20975,16.05443,0.00000
-3.73643,-11.47360,0.00000
15.60676,8.21719,0.00000
-5.12088,12.07284,1.00000
-0.57131,-11.61086,0.00000
7.39199,8.43854,1.00000
-10.16225,-1.34133,0.00000
-19.88432,2.90696,0.00000
-20.31953,6.68705,0.00000
2.55669,19.35882,0.00000
7.48345,-4.70000,1.00000
8.07018,-11.51137,0.00000
-1.36454,-11.67308,0.00000
11.48738,-17.35729,1.00000
2.95647,17.73130,0.00000
10.19844,13.64958,0.00000
8.75656,-11.38199,0.00000
-6.06735,4.44095,0.00000
13.44989,8.76750,0.00000
-2.32264,13.00631,1.00000
-7.58022,3.77241,0.00000
-14.72623,-7.73189,1.00000
16.16183,-1.31814,0.00000
-1.75285,-18.57605,1.00000
2.63502,20.00546,0.00000
-22.48954,2.38428,0.00000
0.31040,-6.18338,1.00000
-7.51785,17.41706,0.00000
9.90337,-0.68819,1.00000
3.26760,-19.00444,1.00000
-16.58736,12.21803,0.00000
21.75911,-4.37804,1.00000
-15.60318,12.88339,0.00000
-7.56845,-7.99669,0.00000
-20.26776,3.01624,0.00000
19.86138,-7.91236,1.00000
-14.86649,2.44064,1.00000
-14.00351,4.38004,1.00000
7.81221,14.67214,0.00000
-2.51769,18.36055,0.00000
-2.29660,-4.79486,1.00000
1.70981,13.12405,1.00000
-9.70553,-0.89144,0.00000
-1.55359,-18.68233,1.00000
-19.65608,8.67211,0.00000
2.39174,-19.52927,1.00000
5.24573,-4.04994,1.00000
-18.65238,9.96135,0.00000
-2.25992,5.90305,0.00000
-20.81590,0.22742,0.00000
8.40612,-0.84693,1.00000
8.39188,-1.74197,1.00000
-4.95533,11.35657,1.00000
-11.71353,-12.67898,1.00000
-8.38443,-16.54495,1.00000
15.94062,-12.63145,1.00000
-14.85497,3.00996,1.00000
-2.44582,-17.27152,1.00000
7.54120,4.48483,1.00000
-11.53136,8.57429,1.00000
8.53502,-16.80824,1.00000
0.78035,-13.31047,0.00000
-11.22930,6.62610,1.00000
-22.54852,2.82652,0.00000
11.00245,-9.21524,0.00000
-21.60021,3.20462,0.00000
10.01029,-18.52934,1.00000
-6.26087,5.55307,0.00000
-21.81407,4.40898,0.00000
5.24629,-5.21370,1.00000
-1.15782,-10.47235,0.00000
-1.98981,18.85725,0.00000
-10.95748,7.47489,1.00000
11.04393,-8.10020,0.00000
-8.14576,-1.87125,0.00000
-3.10785,-10.92581,0.00000
5.87842,-11.78537,0.00000
-5.75799,13.42150,1.00000
12.89934,-15.47716,1.00000
15.35206,-4.04203,0.00000
-11.24060,-14.13882,1.00000
6.80319,15.68201,0.00000
-0.31377,17.93212,0.00000
0.22694,-19.40083,1.00000
-12.99893,-12.15735,1.00000
-19.46824,8.32395,0.00000
-18.37836,8.63178,0.00000
7.40121,14.84672,0.00000
-20.89158,5.55409,0.00000
-12.97959,14.78347,0.00000
-4.58985,-10.87484,0.00000
-0.44777,12.83573,1.00000
21.50306,-3.40835,1.00000
-12.97077,14.68387,0.00000
3.55274,-7.19593,1.00000
6.79868,-10.74868,0.00000
1.95829,12.36617,1.00000
-13.26183,-11.29962,1.00000
0.02138,-17.57639,1.00000
-0.15974,-17.91223,1.00000
5.02898,-6.58298,1.00000
14.16001,-2.14981,0.00000
19.98789,-5.12070,1.00000
10.52390,13.53013,0.00000
-21.62161,0.88825,0.00000
-3.43945,-11.16277,0.00000
5.97904,-6.06897,1.00000
10.51596,-7.66678,0.00000
-6.15006,-17.01347,1.00000
11.36060,-9.13912,0.00000
20.51882,-3.64105,1.00000
